timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,IdleTime
1662778877426,6,Crear Regla,200,OK,Thread Group 1-92,text,true,,207,100,100,6,0
1662778877449,5,Crear Regla,200,OK,Thread Group 1-93,text,true,,207,100,100,5,0
1662778877464,6,Crear Regla,200,OK,Thread Group 1-94,text,true,,207,100,100,6,0
1662778877481,5,Crear Regla,200,OK,Thread Group 1-95,text,true,,207,100,100,5,0
1662778877508,6,Crear Regla,200,OK,Thread Group 1-96,text,true,,207,100,100,6,0
1662778877530,5,Crear Regla,200,OK,Thread Group 1-97,text,true,,207,100,100,5,0
1662778877550,5,Crear Regla,200,OK,Thread Group 1-98,text,true,,207,100,100,5,0
1662778877563,5,Crear Regla,200,OK,Thread Group 1-99,text,true,,207,100,100,5,0
1662778877589,5,Crear Regla,200,OK,Thread Group 1-100,text,true,,207,100,100,5,0
1662778877748,9,Crear Regla,200,OK,Thread Group 1-2,text,true,,207,100,100,9,0
1662778877750,11,Crear Regla,200,OK,Thread Group 1-1,text,true,,207,100,100,11,0
1662778877779,16,Crear Regla,200,OK,Thread Group 1-5,text,true,,207,100,100,15,0
1662778877782,24,Crear Regla,200,OK,Thread Group 1-3,text,true,,207,100,100,24,0
1662778877785,33,Crear Regla,200,OK,Thread Group 1-6,text,true,,207,100,100,33,0
1662778877785,39,Crear Regla,200,OK,Thread Group 1-4,text,true,,207,100,100,38,0
1662778877791,40,Crear Regla,200,OK,Thread Group 1-7,text,true,,207,100,100,40,0
1662778877796,37,Crear Regla,200,OK,Thread Group 1-10,text,true,,207,100,100,36,0
1662778877796,39,Crear Regla,200,OK,Thread Group 1-9,text,true,,207,100,100,39,0
1662778877796,42,Crear Regla,200,OK,Thread Group 1-8,text,true,,207,100,100,42,0
1662778877806,35,Crear Regla,200,OK,Thread Group 1-11,text,true,,207,100,100,35,0
1662778877824,20,Crear Regla,200,OK,Thread Group 1-12,text,true,,207,100,100,20,0
1662778877850,6,Crear Regla,200,OK,Thread Group 1-13,text,true,,207,100,100,6,0
1662778877868,5,Crear Regla,200,OK,Thread Group 1-14,text,true,,207,100,100,5,0
1662778877887,5,Crear Regla,200,OK,Thread Group 1-15,text,true,,207,100,100,5,0
1662778877909,6,Crear Regla,200,OK,Thread Group 1-16,text,true,,207,100,100,6,0
1662778877923,6,Crear Regla,200,OK,Thread Group 1-17,text,true,,207,100,100,6,0
1662778877945,6,Crear Regla,200,OK,Thread Group 1-18,text,true,,207,100,100,6,0
1662778877971,6,Crear Regla,200,OK,Thread Group 1-19,text,true,,207,100,100,6,0
1662778877988,6,Crear Regla,200,OK,Thread Group 1-20,text,true,,207,100,100,6,0
1662778878002,6,Crear Regla,200,OK,Thread Group 1-21,text,true,,207,100,100,6,0
1662778878032,5,Crear Regla,200,OK,Thread Group 1-22,text,true,,207,100,100,5,0
1662778878049,6,Crear Regla,200,OK,Thread Group 1-23,text,true,,207,100,100,6,0
1662778878071,6,Crear Regla,200,OK,Thread Group 1-24,text,true,,207,100,100,6,0
1662778878089,6,Crear Regla,200,OK,Thread Group 1-25,text,true,,207,100,100,6,0
1662778878109,6,Crear Regla,200,OK,Thread Group 1-26,text,true,,207,100,100,6,0
1662778878130,6,Crear Regla,200,OK,Thread Group 1-27,text,true,,207,100,100,6,0
1662778878144,6,Crear Regla,200,OK,Thread Group 1-28,text,true,,207,100,100,6,0
1662778878166,7,Crear Regla,200,OK,Thread Group 1-29,text,true,,207,100,100,6,0
1662778878190,6,Crear Regla,200,OK,Thread Group 1-30,text,true,,207,100,100,6,0
1662778878209,6,Crear Regla,200,OK,Thread Group 1-31,text,true,,207,100,100,6,0
1662778878232,5,Crear Regla,200,OK,Thread Group 1-32,text,true,,207,100,100,5,0
1662778878249,6,Crear Regla,200,OK,Thread Group 1-33,text,true,,207,100,100,6,0
1662778878270,6,Crear Regla,200,OK,Thread Group 1-34,text,true,,207,100,100,6,0
1662778878291,6,Crear Regla,200,OK,Thread Group 1-35,text,true,,207,100,100,6,0
1662778878310,6,Crear Regla,200,OK,Thread Group 1-36,text,true,,207,100,100,6,0
1662778878334,6,Crear Regla,200,OK,Thread Group 1-37,text,true,,207,100,100,6,0
1662778878348,6,Crear Regla,200,OK,Thread Group 1-38,text,true,,207,100,100,6,0
1662778878373,5,Crear Regla,200,OK,Thread Group 1-39,text,true,,207,100,100,5,0
1662778878392,5,Crear Regla,200,OK,Thread Group 1-40,text,true,,207,100,100,5,0
1662778878410,6,Crear Regla,200,OK,Thread Group 1-41,text,true,,207,100,100,6,0
1662778878428,6,Crear Regla,200,OK,Thread Group 1-42,text,true,,207,100,100,6,0
1662778878448,6,Crear Regla,200,OK,Thread Group 1-43,text,true,,207,100,100,6,0
1662778878473,6,Crear Regla,200,OK,Thread Group 1-44,text,true,,207,100,100,6,0
1662778878494,7,Crear Regla,200,OK,Thread Group 1-45,text,true,,207,100,100,7,0
1662778878510,6,Crear Regla,200,OK,Thread Group 1-46,text,true,,207,100,100,6,0
1662778878538,6,Crear Regla,200,OK,Thread Group 1-47,text,true,,207,100,100,6,0
1662778878557,5,Crear Regla,200,OK,Thread Group 1-48,text,true,,207,100,100,5,0
1662778878569,6,Crear Regla,200,OK,Thread Group 1-49,text,true,,207,100,100,6,0
1662778878591,6,Crear Regla,200,OK,Thread Group 1-50,text,true,,207,100,100,6,0
1662778878612,6,Crear Regla,200,OK,Thread Group 1-51,text,true,,207,100,100,6,0
1662778878633,5,Crear Regla,200,OK,Thread Group 1-52,text,true,,207,100,100,5,0
1662778878653,6,Crear Regla,200,OK,Thread Group 1-53,text,true,,207,100,100,6,0
1662778878672,6,Crear Regla,200,OK,Thread Group 1-54,text,true,,207,100,100,6,0
1662778878689,6,Crear Regla,200,OK,Thread Group 1-55,text,true,,207,100,100,6,0
1662778878712,9,Crear Regla,200,OK,Thread Group 1-56,text,true,,207,100,100,9,0
1662778878738,7,Crear Regla,200,OK,Thread Group 1-57,text,true,,207,100,100,7,0
1662778878764,6,Crear Regla,200,OK,Thread Group 1-58,text,true,,207,100,100,6,0
1662778878773,6,Crear Regla,200,OK,Thread Group 1-59,text,true,,207,100,100,6,0
1662778878799,6,Crear Regla,200,OK,Thread Group 1-60,text,true,,207,100,100,6,0
1662778878808,5,Crear Regla,200,OK,Thread Group 1-61,text,true,,207,100,100,5,0
1662778878835,6,Crear Regla,200,OK,Thread Group 1-62,text,true,,207,100,100,6,0
1662778878849,6,Crear Regla,200,OK,Thread Group 1-63,text,true,,207,100,100,6,0
1662778878873,5,Crear Regla,200,OK,Thread Group 1-64,text,true,,207,100,100,5,0
1662778878894,6,Crear Regla,200,OK,Thread Group 1-65,text,true,,207,100,100,6,0
1662778878910,6,Crear Regla,200,OK,Thread Group 1-66,text,true,,207,100,100,6,0
1662778878929,6,Crear Regla,200,OK,Thread Group 1-67,text,true,,207,100,100,6,0
1662778878954,6,Crear Regla,200,OK,Thread Group 1-68,text,true,,207,100,100,5,0
1662778878974,6,Crear Regla,200,OK,Thread Group 1-69,text,true,,207,100,100,6,0
1662778878998,6,Crear Regla,200,OK,Thread Group 1-70,text,true,,207,100,100,6,0
1662778879019,6,Crear Regla,200,OK,Thread Group 1-71,text,true,,207,100,100,6,0
1662778879038,6,Crear Regla,200,OK,Thread Group 1-72,text,true,,207,100,100,6,0
1662778879057,6,Crear Regla,200,OK,Thread Group 1-73,text,true,,207,100,100,5,0
1662778879077,5,Crear Regla,200,OK,Thread Group 1-74,text,true,,207,100,100,5,0
1662778879090,6,Crear Regla,200,OK,Thread Group 1-75,text,true,,207,100,100,6,0
1662778879118,5,Crear Regla,200,OK,Thread Group 1-76,text,true,,207,100,100,5,0
1662778879124,6,Crear Regla,200,OK,Thread Group 1-77,text,true,,207,100,100,5,0
1662778879159,6,Crear Regla,200,OK,Thread Group 1-78,text,true,,207,100,100,6,0
1662778879177,6,Crear Regla,200,OK,Thread Group 1-79,text,true,,207,100,100,6,0
1662778879190,6,Crear Regla,200,OK,Thread Group 1-80,text,true,,207,100,100,6,0
1662778879219,5,Crear Regla,200,OK,Thread Group 1-81,text,true,,207,100,100,5,0
1662778879231,5,Crear Regla,200,OK,Thread Group 1-82,text,true,,207,100,100,5,0
1662778879256,5,Crear Regla,200,OK,Thread Group 1-83,text,true,,207,100,100,5,0
1662778879278,5,Crear Regla,200,OK,Thread Group 1-84,text,true,,207,100,100,5,0
1662778879291,5,Crear Regla,200,OK,Thread Group 1-85,text,true,,207,100,100,5,0
1662778879316,6,Crear Regla,200,OK,Thread Group 1-86,text,true,,207,100,100,6,0
1662778879338,6,Crear Regla,200,OK,Thread Group 1-87,text,true,,207,100,100,6,0
1662778879354,6,Crear Regla,200,OK,Thread Group 1-88,text,true,,207,100,100,6,0
1662778879379,5,Crear Regla,200,OK,Thread Group 1-89,text,true,,207,100,100,5,0
1662778879393,6,Crear Regla,200,OK,Thread Group 1-90,text,true,,207,100,100,6,0
1662778879413,7,Crear Regla,200,OK,Thread Group 1-91,text,true,,207,100,100,7,0
1662778879435,6,Crear Regla,200,OK,Thread Group 1-92,text,true,,207,100,100,6,0
1662778879459,6,Crear Regla,200,OK,Thread Group 1-93,text,true,,207,100,100,6,0
1662778879473,6,Crear Regla,200,OK,Thread Group 1-94,text,true,,207,100,100,6,0
1662778879491,6,Crear Regla,200,OK,Thread Group 1-95,text,true,,207,100,100,6,0
1662778879516,5,Crear Regla,200,OK,Thread Group 1-96,text,true,,207,100,100,5,0
1662778879539,6,Crear Regla,200,OK,Thread Group 1-97,text,true,,207,100,100,6,0
1662778879559,5,Crear Regla,200,OK,Thread Group 1-98,text,true,,207,100,100,5,0
1662778879573,6,Crear Regla,200,OK,Thread Group 1-99,text,true,,207,100,100,6,0
1662778879595,6,Crear Regla,200,OK,Thread Group 1-100,text,true,,207,100,100,6,0
1662778879762,9,Crear Regla,200,OK,Thread Group 1-2,text,true,,207,100,100,9,0
1662778879763,9,Crear Regla,200,OK,Thread Group 1-1,text,true,,207,100,100,9,0
1662778879795,5,Crear Regla,200,OK,Thread Group 1-5,text,true,,207,100,100,5,0
1662778879809,6,Crear Regla,200,OK,Thread Group 1-3,text,true,,207,100,100,5,0
1662778879822,5,Crear Regla,200,OK,Thread Group 1-6,text,true,,207,100,100,5,0
1662778879828,5,Crear Regla,200,OK,Thread Group 1-4,text,true,,207,100,100,5,0
1662778879834,19,Crear Regla,200,OK,Thread Group 1-10,text,true,,207,100,100,19,0
1662778879834,19,Crear Regla,200,OK,Thread Group 1-7,text,true,,207,100,100,19,0
1662778879840,24,Crear Regla,200,OK,Thread Group 1-9,text,true,,207,100,100,24,0
1662778879840,27,Crear Regla,200,OK,Thread Group 1-8,text,true,,207,100,100,27,0
1662778879848,22,Crear Regla,200,OK,Thread Group 1-12,text,true,,207,100,100,22,0
1662778879846,26,Crear Regla,200,OK,Thread Group 1-11,text,true,,207,100,100,26,0
1662778879860,15,Crear Regla,200,OK,Thread Group 1-13,text,true,,207,100,100,15,0
1662778879878,5,Crear Regla,200,OK,Thread Group 1-14,text,true,,207,100,100,5,0
1662778879897,5,Crear Regla,200,OK,Thread Group 1-15,text,true,,207,100,100,5,0
1662778879918,6,Crear Regla,200,OK,Thread Group 1-16,text,true,,207,100,100,6,0
1662778879929,6,Crear Regla,200,OK,Thread Group 1-17,text,true,,207,100,100,6,0
1662778879954,6,Crear Regla,200,OK,Thread Group 1-18,text,true,,207,100,100,6,0
1662778879978,5,Crear Regla,200,OK,Thread Group 1-19,text,true,,207,100,100,5,0
1662778879995,5,Crear Regla,200,OK,Thread Group 1-20,text,true,,207,100,100,5,0
1662778880012,7,Crear Regla,200,OK,Thread Group 1-21,text,true,,207,100,100,7,0
1662778880041,6,Crear Regla,200,OK,Thread Group 1-22,text,true,,207,100,100,5,0
1662778880059,6,Crear Regla,200,OK,Thread Group 1-23,text,true,,207,100,100,6,0
1662778880080,6,Crear Regla,200,OK,Thread Group 1-24,text,true,,207,100,100,6,0
1662778880099,6,Crear Regla,200,OK,Thread Group 1-25,text,true,,207,100,100,6,0
1662778880118,6,Crear Regla,200,OK,Thread Group 1-26,text,true,,207,100,100,6,0
1662778880141,5,Crear Regla,200,OK,Thread Group 1-27,text,true,,207,100,100,5,0
1662778880153,6,Crear Regla,200,OK,Thread Group 1-28,text,true,,207,100,100,6,0
1662778880175,6,Crear Regla,200,OK,Thread Group 1-29,text,true,,207,100,100,6,0
1662778880201,5,Crear Regla,200,OK,Thread Group 1-30,text,true,,207,100,100,5,0
1662778880219,5,Crear Regla,200,OK,Thread Group 1-31,text,true,,207,100,100,5,0
1662778880241,6,Crear Regla,200,OK,Thread Group 1-32,text,true,,207,100,100,6,0
1662778880260,6,Crear Regla,200,OK,Thread Group 1-33,text,true,,207,100,100,6,0
1662778880281,6,Crear Regla,200,OK,Thread Group 1-34,text,true,,207,100,100,5,0
1662778880302,5,Crear Regla,200,OK,Thread Group 1-35,text,true,,207,100,100,5,0
1662778880318,7,Crear Regla,200,OK,Thread Group 1-36,text,true,,207,100,100,7,0
1662778880345,6,Crear Regla,200,OK,Thread Group 1-37,text,true,,207,100,100,6,0
1662778880359,6,Crear Regla,200,OK,Thread Group 1-38,text,true,,207,100,100,6,0
1662778880382,6,Crear Regla,200,OK,Thread Group 1-39,text,true,,207,100,100,5,0
1662778880400,6,Crear Regla,200,OK,Thread Group 1-40,text,true,,207,100,100,6,0
1662778880421,6,Crear Regla,200,OK,Thread Group 1-41,text,true,,207,100,100,6,0
1662778880438,6,Crear Regla,200,OK,Thread Group 1-42,text,true,,207,100,100,6,0
1662778880457,6,Crear Regla,200,OK,Thread Group 1-43,text,true,,207,100,100,6,0
1662778880483,7,Crear Regla,200,OK,Thread Group 1-44,text,true,,207,100,100,6,0
1662778880501,7,Crear Regla,200,OK,Thread Group 1-45,text,true,,207,100,100,6,0
1662778880516,6,Crear Regla,200,OK,Thread Group 1-46,text,true,,207,100,100,6,0
1662778880548,6,Crear Regla,200,OK,Thread Group 1-47,text,true,,207,100,100,6,0
1662778880563,6,Crear Regla,200,OK,Thread Group 1-48,text,true,,207,100,100,6,0
1662778880576,5,Crear Regla,200,OK,Thread Group 1-49,text,true,,207,100,100,5,0
1662778880601,5,Crear Regla,200,OK,Thread Group 1-50,text,true,,207,100,100,5,0
1662778880623,5,Crear Regla,200,OK,Thread Group 1-51,text,true,,207,100,100,5,0
1662778880643,5,Crear Regla,200,OK,Thread Group 1-52,text,true,,207,100,100,5,0
1662778880660,6,Crear Regla,200,OK,Thread Group 1-53,text,true,,207,100,100,5,0
1662778880680,6,Crear Regla,200,OK,Thread Group 1-54,text,true,,207,100,100,6,0
1662778880699,5,Crear Regla,200,OK,Thread Group 1-55,text,true,,207,100,100,5,0
1662778880728,6,Crear Regla,200,OK,Thread Group 1-56,text,true,,207,100,100,6,0
1662778880749,5,Crear Regla,200,OK,Thread Group 1-57,text,true,,207,100,100,5,0
1662778880774,6,Crear Regla,200,OK,Thread Group 1-58,text,true,,207,100,100,6,0
1662778880781,5,Crear Regla,200,OK,Thread Group 1-59,text,true,,207,100,100,5,0
1662778880809,5,Crear Regla,200,OK,Thread Group 1-60,text,true,,207,100,100,5,0
1662778880818,6,Crear Regla,200,OK,Thread Group 1-61,text,true,,207,100,100,5,0
1662778880844,6,Crear Regla,200,OK,Thread Group 1-62,text,true,,207,100,100,6,0
1662778880859,6,Crear Regla,200,OK,Thread Group 1-63,text,true,,207,100,100,5,0
1662778880880,6,Crear Regla,200,OK,Thread Group 1-64,text,true,,207,100,100,6,0
1662778880902,7,Crear Regla,200,OK,Thread Group 1-65,text,true,,207,100,100,6,0
1662778880921,7,Crear Regla,200,OK,Thread Group 1-66,text,true,,207,100,100,7,0
1662778880940,10,Crear Regla,200,OK,Thread Group 1-67,text,true,,207,100,100,10,0
1662778880961,7,Crear Regla,200,OK,Thread Group 1-68,text,true,,207,100,100,7,0
1662778880983,5,Crear Regla,200,OK,Thread Group 1-69,text,true,,207,100,100,5,0
1662778881009,6,Crear Regla,200,OK,Thread Group 1-70,text,true,,207,100,100,6,0
1662778881026,6,Crear Regla,200,OK,Thread Group 1-71,text,true,,207,100,100,6,0
1662778881046,6,Crear Regla,200,OK,Thread Group 1-72,text,true,,207,100,100,6,0
1662778881064,6,Crear Regla,200,OK,Thread Group 1-73,text,true,,207,100,100,6,0
1662778881083,6,Crear Regla,200,OK,Thread Group 1-74,text,true,,207,100,100,6,0
1662778881099,6,Crear Regla,200,OK,Thread Group 1-75,text,true,,207,100,100,6,0
1662778881128,7,Crear Regla,200,OK,Thread Group 1-76,text,true,,207,100,100,7,0
1662778881132,7,Crear Regla,200,OK,Thread Group 1-77,text,true,,207,100,100,7,0
1662778881168,5,Crear Regla,200,OK,Thread Group 1-78,text,true,,207,100,100,5,0
1662778881188,6,Crear Regla,200,OK,Thread Group 1-79,text,true,,207,100,100,6,0
1662778881199,6,Crear Regla,200,OK,Thread Group 1-80,text,true,,207,100,100,6,0
1662778881228,5,Crear Regla,200,OK,Thread Group 1-81,text,true,,207,100,100,5,0
1662778881240,6,Crear Regla,200,OK,Thread Group 1-82,text,true,,207,100,100,6,0
1662778881263,6,Crear Regla,200,OK,Thread Group 1-83,text,true,,207,100,100,6,0
1662778881288,6,Crear Regla,200,OK,Thread Group 1-84,text,true,,207,100,100,6,0
1662778881301,5,Crear Regla,200,OK,Thread Group 1-85,text,true,,207,100,100,5,0
1662778881327,5,Crear Regla,200,OK,Thread Group 1-86,text,true,,207,100,100,5,0
1662778881348,6,Crear Regla,200,OK,Thread Group 1-87,text,true,,207,100,100,6,0
1662778881362,5,Crear Regla,200,OK,Thread Group 1-88,text,true,,207,100,100,5,0
1662778881389,6,Crear Regla,200,OK,Thread Group 1-89,text,true,,207,100,100,6,0
1662778881401,7,Crear Regla,200,OK,Thread Group 1-90,text,true,,207,100,100,7,0
1662778881423,5,Crear Regla,200,OK,Thread Group 1-91,text,true,,207,100,100,5,0
1662778881445,6,Crear Regla,200,OK,Thread Group 1-92,text,true,,207,100,100,6,0
1662778881468,6,Crear Regla,200,OK,Thread Group 1-93,text,true,,207,100,100,6,0
1662778881481,5,Crear Regla,200,OK,Thread Group 1-94,text,true,,207,100,100,5,0
1662778881501,6,Crear Regla,200,OK,Thread Group 1-95,text,true,,207,100,100,6,0
1662778881524,7,Crear Regla,200,OK,Thread Group 1-96,text,true,,207,100,100,7,0
1662778881548,6,Crear Regla,200,OK,Thread Group 1-97,text,true,,207,100,100,6,0
1662778881568,6,Crear Regla,200,OK,Thread Group 1-98,text,true,,207,100,100,6,0
1662778881579,6,Crear Regla,200,OK,Thread Group 1-99,text,true,,207,100,100,6,0
1662778881604,8,Crear Regla,200,OK,Thread Group 1-100,text,true,,207,100,100,8,0
1662778881774,10,Crear Regla,200,OK,Thread Group 1-1,text,true,,207,100,100,10,0
1662778881774,10,Crear Regla,200,OK,Thread Group 1-2,text,true,,207,100,100,10,0
1662778881805,6,Crear Regla,200,OK,Thread Group 1-5,text,true,,207,100,100,6,0
1662778881817,6,Crear Regla,200,OK,Thread Group 1-3,text,true,,207,100,100,6,0
1662778881829,5,Crear Regla,200,OK,Thread Group 1-6,text,true,,207,100,100,5,0
1662778881838,6,Crear Regla,200,OK,Thread Group 1-4,text,true,,207,100,100,6,0
1662778881857,11,Crear Regla,200,OK,Thread Group 1-10,text,true,,207,100,100,11,0
1662778881857,11,Crear Regla,200,OK,Thread Group 1-7,text,true,,207,100,100,11,0
1662778881868,8,Crear Regla,200,OK,Thread Group 1-9,text,true,,207,100,100,8,0
1662778881871,16,Crear Regla,200,OK,Thread Group 1-8,text,true,,207,100,100,16,0
1662778881875,21,Crear Regla,200,OK,Thread Group 1-12,text,true,,207,100,100,21,0
1662778881876,20,Crear Regla,200,OK,Thread Group 1-11,text,true,,207,100,100,20,0
1662778881879,19,Crear Regla,200,OK,Thread Group 1-13,text,true,,207,100,100,19,0
1662778881888,13,Crear Regla,200,OK,Thread Group 1-14,text,true,,207,100,100,13,0
